<DATE>;<TIME>;<OPEN> ;<HIGH>;<LOW> ;<CLOSE> ;<VOL>
02.01.2018;160000;24,784.4168176;24,823.7981472;24,777.8665964;24,818.1679572;3,474
02.01.2018;170000;24,825.7182121;24,825.7882144;24,824.0681564;24,824.8481827;1,199
03.01.2018;100000;24,851.2890754;24,883.0201468;24,826.3882347;24,875.4398909;1,798
03.01.2018;110000;24,874.7598679;24,910.3910710;24,867.5296238;24,877.5599625;3,594
03.01.2018;120000;24,877.7599692;24,884.8802096;24,855.1992075;24,861.0894063;3,594
03.01.2018;130000;24,861.1194074;24,902.6508096;24,860.7993966;24,898.7506779;3,595
03.01.2018;140000;24,898.6906759;24,906.8509514;24,860.5293874;24,865.8095657;3,591
03.01.2018;150000;24,865.6195593;24,892.2604588;24,862.6094577;24,892.2604588;3,59
03.01.2018;160000;24,892.5304679;24,942.7621639;24,885.7102376;24,914.2312006;3,538
03.01.2018;170000;24,921.7314539;24,923.5215143;24,921.5914491;24,923.5215143;1,2
04.01.2018;100000;24,964.1128848;25,073.4365760;24,964.1128848;25,069.8564551;1,707
04.01.2018;110000;25,072.8265554;25,106.8077027;25,057.2760304;25,081.9668640;3,468
04.01.2018;120000;25,081.9168623;25,090.7771615;25,043.6855715;25,053.4959027;3,49
04.01.2018;130000;25,053.6659085;25,080.7268222;25,050.7158089;25,074.2766044;3,532
04.01.2018;140000;25,074.1766010;25,086.8570291;25,060.7261469;25,085.2169738;3,439
04.01.2018;150000;25,085.3269775;25,093.2272442;25,071.9465257;25,088.4670835;3,504
04.01.2018;160000;25,088.3670801;25,094.3872834;25,063.9262549;25,075.1866351;3,478
04.01.2018;170000;25,074.1966017;25,076.1066662;25,074.1966017;25,075.9766618;1,199
05.01.2018;100000;25,115.7680053;25,156.5593826;25,112.8579070;25,136.5687076;1,725
05.01.2018;110000;25,134.2186282;25,150.9691938;25,113.4979286;25,134.0886239;3,499
05.01.2018;120000;25,134.9386526;25,179.7101642;25,128.5184358;25,162.4195804;3,522
05.01.2018;130000;25,162.9895997;25,183.3102858;25,151.0591968;25,162.9595986;3,532
05.01.2018;140000;25,162.9195973;25,186.1803827;25,161.2895423;25,182.1302459;3,54
05.01.2018;150000;25,182.2202490;25,229.4218427;25,172.6999275;25,214.7113460;3,548
05.01.2018;160000;25,214.4113359;25,297.9341559;25,211.9912541;25,297.9341559;3,47
05.01.2018;170000;25,285.9137501;25,296.7241151;25,285.9137501;25,296.7241151;1,2
08.01.2018;100000;25,309.2545381;25,309.4645452;25,237.8321266;25,264.1330147;1,792
08.01.2018;110000;25,263.4929930;25,268.8231730;25,236.2620736;25,261.4029225;3,579
08.01.2018;120000;25,261.1629144;25,292.0039557;25,252.4626206;25,259.8728708;3,596
08.01.2018;130000;25,260.1228793;25,277.3034593;25,254.8127000;25,276.1734212;3,596
08.01.2018;140000;25,275.9234127;25,312.8446593;25,275.9234127;25,299.9042224;3,598
08.01.2018;150000;25,299.8142194;25,306.1944348;25,290.7139121;25,300.0142261;3,597
08.01.2018;160000;25,300.2442339;25,302.0742957;25,266.7831041;25,279.0935198;3,54
08.01.2018;170000;25,279.3435282;25,283.8536805;25,279.2735259;25,283.8536805;1,197
09.01.2018;100000;25,312.3746435;25,362.0363202;25,309.2645385;25,335.3954207;1,642
09.01.2018;110000;25,335.7454326;25,385.5871154;25,325.6950932;25,344.5757307;3,513
09.01.2018;120000;25,344.4257256;25,407.2878481;25,342.6656662;25,400.8676313;3,444
09.01.2018;130000;25,400.8176297;25,411.8680028;25,387.8871931;25,406.8878346;3,546
09.01.2018;140000;25,407.3478501;25,439.4589343;25,406.2678137;25,438.7889117;3,54
09.01.2018;150000;25,438.7089090;25,440.6389742;25,400.5376202;25,416.2381503;3,567
09.01.2018;160000;25,415.0781111;25,429.2385893;25,375.6867811;25,390.2672734;3,474
09.01.2018;170000;25,391.7473234;25,391.8873281;25,386.6571515;25,386.6571515;1,2
10.01.2018;100000;25,348.9858796;25,348.9858796;25,257.8428023;25,288.0538223;1,772
10.01.2018;110000;25,292.4939722;25,368.4165357;25,281.1835903;25,336.1054447;3,581
10.01.2018;120000;25,336.7754673;25,384.5270796;25,336.7754673;25,366.1164580;3,589
10.01.2018;130000;25,365.8964506;25,390.2172717;25,354.4460640;25,389.4172447;3,594
10.01.2018;140000;25,389.5072478;25,405.7777971;25,375.8767876;25,393.0873687;3,597
10.01.2018;150000;25,393.6773886;25,397.0475024;25,334.4353883;25,342.9156747;3,592
10.01.2018;160000;25,342.6956672;25,374.7567497;25,333.4253542;25,372.8866866;3,554
10.01.2018;170000;25,371.8166505;25,372.2966667;25,369.8565843;25,369.9865887;1,199
11.01.2018;100000;25,399.4575837;25,457.4395414;25,397.0475024;25,454.6394469;1,797
11.01.2018;110000;25,456.6395144;25,479.6902927;25,443.5190714;25,478.2402437;3,596
11.01.2018;120000;25,478.1602410;25,497.4208914;25,467.0698666;25,483.8004315;3,597
11.01.2018;130000;25,483.7504298;25,531.6020454;25,480.7903298;25,517.6715751;3,593
11.01.2018;140000;25,517.6015727;25,525.0318236;25,506.4311956;25,508.5712678;3,597
11.01.2018;150000;25,508.3712611;25,517.6415741;25,502.1810521;25,515.4915015;3,599
11.01.2018;160000;25,514.9314826;25,576.2835541;25,511.8013769;25,572.4934261;3,542
11.01.2018;170000;25,574.4934936;25,575.6635331;25,574.4234913;25,575.5935308;1,199
12.01.2018;100000;25,639.2556802;25,748.7593775;25,633.9455010;25,736.3689592;1,797
12.01.2018;110000;25,739.2690571;25,789.7607619;25,710.4180830;25,775.4402784;3,589
12.01.2018;120000;25,775.4202777;25,786.3606471;25,749.4694015;25,784.1605728;3,592
12.01.2018;130000;25,784.6005876;25,790.6607923;25,735.4589284;25,760.2597658;3,594
12.01.2018;140000;25,760.3097675;25,783.2005404;25,749.0893887;25,773.9602284;3,596
12.01.2018;150000;25,773.9602284;25,781.5304840;25,752.9595193;25,777.6403526;3,598
12.01.2018;160000;25,777.3803439;25,811.3014892;25,744.2092239;25,804.4112565;3,534
12.01.2018;170000;25,802.3411866;25,804.4812589;25,802.1311795;25,804.0612447;1,2
16.01.2018;100000;25,988.4974720;26,084.1907030;25,988.4974720;26,082.8106564;1,798
16.01.2018;110000;26,084.3207074;26,087.0007978;25,945.4360181;25,948.0361059;3,595
16.01.2018;120000;25,948.4161187;25,974.3669949;25,919.2451338;25,958.7664682;3,587
16.01.2018;130000;25,958.9464742;25,983.9673190;25,919.8451540;25,926.2053688;3,592
16.01.2018;140000;25,925.8953583;25,938.5857868;25,852.4528786;25,861.4031808;3,594
16.01.2018;150000;25,860.7131575;25,868.9534357;25,705.8079273;25,731.8188055;3,493
16.01.2018;160000;25,732.2688207;25,831.5921743;25,731.8188055;25,800.7911343;3,491
16.01.2018;170000;25,796.8710019;25,798.1810462;25,793.7308959;25,793.7308959;1,2
17.01.2018;100000;25,911.6548775;25,953.1062771;25,865.8933324;25,874.4336208;1,795
17.01.2018;110000;25,871.6835279;25,937.3457449;25,870.5634901;25,920.4851756;3,592
17.01.2018;120000;25,920.5151766;25,974.7070064;25,894.3942947;25,971.2268889;3,595
17.01.2018;130000;25,971.8969115;26,033.5289924;25,970.8368757;26,027.1187760;3,597
17.01.2018;140000;26,026.5987584;26,057.8198126;26,023.0486386;26,045.6094003;3,597
17.01.2018;150000;26,045.5893996;26,089.5108826;26,044.7193703;26,081.8806250;3,584
17.01.2018;160000;26,082.1306334;26,131.3322946;26,078.1805000;26,116.8418054;3,533
17.01.2018;170000;26,117.7018344;26,117.7018344;26,115.2517517;26,116.5317949;1,2
18.01.2018;100000;26,150.4329396;26,154.3030702;26,078.4005075;26,100.1612422;1,799
18.01.2018;110000;26,100.4012503;26,102.6613266;26,012.8882955;26,024.2286784;3,594
18.01.2018;120000;26,024.1486757;26,065.6900783;25,948.1961113;25,989.7675149;3,589
18.01.2018;130000;25,990.0575247;26,034.1090120;25,985.5473724;26,016.4684164;3,597
18.01.2018;140000;26,015.9884002;26,052.7796424;25,995.6877148;26,046.1394182;3,592
18.01.2018;150000;26,045.3393912;26,079.6905510;26,044.7893726;26,064.3100317;3,577
18.01.2018;160000;26,063.8600165;26,070.6702465;26,002.5279457;26,022.0986065;3,532
18.01.2018;170000;26,023.1286413;26,023.1286413;26,018.6884914;26,018.6884914;1,2
19.01.2018;100000;25,988.2274629;26,053.1996566;25,988.2274629;26,016.3784134;1,795
19.01.2018;110000;26,016.5184181;26,029.6988631;25,966.9767454;25,990.9475547;3,586
19.01.2018;120000;25,991.0875594;25,996.7977522;25,943.7059597;25,955.3563530;3,41
19.01.2018;130000;25,955.6263621;25,990.6575449;25,955.0063412;25,973.3069591;3,593
19.01.2018;140000;25,973.4469638;25,981.1772248;25,949.3961518;25,970.8068747;3,593
19.01.2018;150000;25,970.5368656;26,033.0389759;25,970.0568494;26,021.0285704;3,59
19.01.2018;160000;26,021.2085764;26,071.8802873;26,011.2282395;26,071.8802873;3,555
19.01.2018;170000;26,072.2703005;26,072.6003116;26,071.3602698;26,072.6003116;1,2
22.01.2018;100000;26,026.1987449;26,063.7200118;25,975.5270341;26,056.5597700;1,796
22.01.2018;110000;26,057.1597903;26,117.1018142;26,046.4394283;26,055.0197180;3,597
22.01.2018;120000;26,055.1397221;26,101.4612861;26,039.9592095;26,101.2012773;3,564
22.01.2018;130000;26,099.9012334;26,165.6034518;26,090.4809153;26,144.5227400;3,569
22.01.2018;140000;26,144.2327302;26,151.3529706;26,125.2820904;26,139.3825665;3,592
22.01.2018;150000;26,139.8125810;26,151.3429703;26,115.1117470;26,134.2423929;3,585
22.01.2018;160000;26,133.8423794;26,215.4751356;26,130.3822626;26,211.5950046;3,533
22.01.2018;170000;26,215.5451380;26,215.7551451;26,214.5851056;26,215.4851360;1,199
23.01.2018;100000;26,215.7551451;26,242.0060314;26,144.7827488;26,178.0138708;1,792
23.01.2018;110000;26,176.9338343;26,245.6861557;26,161.9133272;26,234.7757873;3,568
23.01.2018;120000;26,234.8857910;26,247.0762026;26,188.8242358;26,193.7244012;3,585
23.01.2018;130000;26,193.8944070;26,206.0848186;26,176.1638083;26,201.9746798;3,594
23.01.2018;140000;26,201.8446754;26,229.2155996;26,193.1543820;26,228.9155894;3,589
23.01.2018;150000;26,228.5555773;26,230.3656384;26,182.0340065;26,211.4249989;3,586
23.01.2018;160000;26,211.5250023;26,233.8657566;26,193.7844033;26,212.6550404;3,548
23.01.2018;170000;26,212.6550404;26,212.6550404;26,211.0749871;26,211.6950080;1,199
24.01.2018;100000;26,282.9574141;26,374.6405097;26,281.8573770;26,367.5702710;1,702
24.01.2018;110000;26,367.1902581;26,393.6911529;26,352.1997520;26,364.7901771;3,452
24.01.2018;120000;26,364.2301582;26,381.6607467;26,234.7857876;26,273.5370960;3,385
24.01.2018;130000;26,275.9371771;26,294.3177977;26,196.2444863;26,207.8848794;3,497
24.01.2018;140000;26,207.7048733;26,244.3561108;26,107.8215008;26,219.4752707;3,406
24.01.2018;150000;26,220.2952984;26,282.5874016;26,213.1650576;26,261.8567017;3,501
24.01.2018;160000;26,263.2867499;26,305.4681741;26,245.3561445;26,277.4172270;3,331
24.01.2018;170000;26,265.4068215;26,267.4068891;26,252.4563843;26,253.0064028;1,199
25.01.2018;100000;26,318.5586161;26,386.3309044;26,260.6066595;26,300.8680188;1,593
25.01.2018;110000;26,296.5378726;26,373.8704837;26,268.6169299;26,343.5394596;3,275
25.01.2018;120000;26,344.8195028;26,435.1525528;26,334.7491628;26,414.5818582;3,452
25.01.2018;130000;26,414.5018555;26,459.1433628;26,405.0015348;26,417.2919498;3,478
25.01.2018;140000;26,416.9119369;26,438.1926554;26,385.9008899;26,419.2420156;3,516
25.01.2018;150000;26,419.5520261;26,428.2023181;26,313.8184561;26,322.8487610;3,398
25.01.2018;160000;26,330.3990159;26,399.3713447;26,294.2577956;26,399.3713447;3,332
25.01.2018;170000;26,391.1310665;26,393.9611620;26,391.1310665;26,393.6811526;1,2
26.01.2018;100000;26,467.6336495;26,479.1540385;26,426.2422519;26,473.2438389;1,65
26.01.2018;110000;26,473.1338352;26,498.0246756;26,436.2325893;26,463.2635019;3,427
26.01.2018;120000;26,463.8335212;26,497.9446729;26,459.5933780;26,472.3438085;3,474
26.01.2018;130000;26,472.2738062;26,513.0251821;26,465.4935772;26,506.7949717;3,537
26.01.2018;140000;26,506.8749744;26,530.3357665;26,504.0448789;26,523.6355403;3,543
26.01.2018;150000;26,523.2455272;26,525.4856028;26,501.1047796;26,520.6154384;3,47
26.01.2018;160000;26,520.4854340;26,609.9984563;26,518.0353512;26,608.3083992;3,372
26.01.2018;170000;26,611.3385015;26,617.6087132;26,611.3385015;26,617.6087132;1,199
29.01.2018;100000;26,579.9474416;26,609.7984495;26,559.8067616;26,582.0875139;1,781
29.01.2018;110000;26,583.6175655;26,586.7376709;26,485.5742552;26,504.9349089;3,563
29.01.2018;120000;26,506.3649572;26,555.1366039;26,454.6432109;26,512.6651699;3,532
29.01.2018;130000;26,514.0952182;26,545.1362663;26,487.6043238;26,536.1059614;3,57
29.01.2018;140000;26,536.7359826;26,554.3765783;26,526.8956504;26,537.8360198;3,582
29.01.2018;150000;26,537.8860215;26,551.4064780;26,481.3041110;26,512.6451692;3,571
29.01.2018;160000;26,513.7752074;26,537.1859978;26,436.6526034;26,436.8226092;3,364
29.01.2018;170000;26,436.7126055;26,440.3727290;26,436.5025984;26,440.3727290;1,199
30.01.2018;100000;26,199.3345907;26,257.8765673;26,135.8224463;26,145.9327876;1,735
30.01.2018;110000;26,143.7027123;26,213.9650847;26,088.2608404;26,189.2342496;3,521
30.01.2018;120000;26,189.2542503;26,216.6851765;26,105.3914188;26,105.8214333;3,523
30.01.2018;130000;26,108.7215312;26,133.2523595;26,069.8402184;26,091.8809626;3,559
30.01.2018;140000;26,092.0309677;26,104.4613874;26,029.2988496;26,088.7708576;3,572
30.01.2018;150000;26,088.8408600;26,124.8220748;26,053.3296610;26,061.6899433;3,566
30.01.2018;160000;26,061.6099406;26,148.5728768;26,050.9895820;26,078.5905139;3,461
30.01.2018;170000;26,078.5905139;26,079.2805372;26,077.7704862;26,077.7704862;1,198
31.01.2018;100000;26,269.0569448;26,338.9193036;26,255.8764997;26,276.0271801;1,797
31.01.2018;110000;26,276.0671815;26,301.9780563;26,206.0148162;26,220.6453102;3,591
31.01.2018;120000;26,220.5053055;26,236.2758379;26,185.5141240;26,190.3742881;3,597
31.01.2018;130000;26,190.4842918;26,236.5958488;26,183.9840724;26,224.0354247;3,599
31.01.2018;140000;26,223.9754226;26,250.5263191;26,215.4651353;26,219.4252690;3,597
31.01.2018;150000;26,219.9252859;26,262.6967300;26,051.8596113;26,105.4114195;3,564
31.01.2018;160000;26,104.9914053;26,204.0147487;26,052.5396343;26,154.8230878;3,446
31.01.2018;170000;26,154.3330712;26,154.5130773;26,150.2729342;26,150.2729342;1,199
01.02.2018;100000;26,083.9206939;26,176.2138100;26,015.5983870;26,135.3624307;1,638
01.02.2018;110000;26,134.2923946;26,165.0934346;26,084.9007269;26,121.2819553;3,382
01.02.2018;120000;26,120.8519408;26,273.5670970;26,120.8519408;26,271.4470255;3,408
01.02.2018;130000;26,272.9870775;26,307.5882457;26,261.0866757;26,274.4371264;3,522
01.02.2018;140000;26,274.3271227;26,305.6381799;26,180.2639468;26,191.2343172;3,522
01.02.2018;150000;26,190.1342800;26,202.7347055;26,099.2912128;26,193.0343779;3,47
01.02.2018;160000;26,193.2943867;26,211.5150019;26,088.2208390;26,186.2141477;3,336
01.02.2018;170000;26,186.9441723;26,187.5941943;26,185.3241176;26,187.5941943;1,198
02.02.2018;100000;26,062.6699763;26,062.6699763;25,922.0452283;25,930.6355184;1,592
02.02.2018;110000;25,930.5855167;25,950.2761815;25,831.1921608;25,910.5248393;3,233
02.02.2018;120000;25,908.0547559;25,911.9848886;25,782.7805262;25,788.7007261;3,358
02.02.2018;130000;25,785.7806275;25,860.0431349;25,760.7097810;25,799.7811002;3,418
02.02.2018;140000;25,797.0310073;25,814.7316050;25,724.5685607;25,747.5093353;3,472
02.02.2018;150000;25,748.9693846;25,750.4494346;25,588.2739589;25,609.1046622;3,374
02.02.2018;160000;25,604.9645224;25,657.8263073;25,492.6507303;25,510.9713489;3,057
02.02.2018;170000;25,508.0512503;25,521.8217152;25,508.0512503;25,521.8217152;1,2
05.02.2018;100000;25,276.3834283;25,346.7758050;25,166.4497165;25,319.4748832;1,792
05.02.2018;110000;25,320.3049112;25,521.0716899;25,290.9439199;25,492.2807178;3,59
05.02.2018;120000;25,490.1306452;25,521.3917007;25,317.7648255;25,379.2269007;3,589
05.02.2018;130000;25,379.6269142;25,381.5769800;25,209.3011633;25,247.8224639;3,574
05.02.2018;140000;25,246.3824153;25,246.3824153;25,027.4250225;25,200.1208534;3,541
05.02.2018;150000;25,199.0108159;25,200.4008628;24,755.0658266;24,759.6059799;3,485
05.02.2018;160000;24,759.2059664;24,794.5671603;23,926.6078546;24,345.1019846;2,958
05.02.2018;170000;24,344.1219515;24,346.9520471;24,342.5418982;24,346.5720343;1,2
06.02.2018;100000;24,085.9832358;24,713.6944297;23,781.5429567;24,511.8576149;1,571
06.02.2018;110000;24,521.4579391;24,652.0023468;24,111.4140944;24,314.8309626;3,345
06.02.2018;120000;24,316.9810351;24,415.8943748;24,149.7553890;24,324.0512739;3,494
06.02.2018;130000;24,326.6013600;24,606.8108209;24,326.6013600;24,472.4462843;3,552
06.02.2018;140000;24,473.2263106;24,481.9766060;24,248.7787324;24,269.6594374;3,558
06.02.2018;150000;24,269.6494370;24,681.6233469;24,209.0573912;24,667.6828762;3,522
06.02.2018;160000;24,666.5328374;24,947.0723095;24,658.8725787;24,913.3011692;3,37
06.02.2018;170000;24,917.6313154;24,917.6313154;24,913.3711716;24,913.6111797;1,201
07.02.2018;100000;24,884.8302079;25,069.5864460;24,786.2768804;25,045.2856255;1,781
07.02.2018;110000;25,044.8756117;25,182.0802442;25,007.9143637;25,158.0594332;3,571
07.02.2018;120000;25,157.2394055;25,294.8140506;25,131.9985533;25,237.8121260;3,571
07.02.2018;130000;25,238.0521341;25,246.9724352;25,091.7771953;25,103.3875873;3,572
07.02.2018;140000;25,104.4876244;25,151.8492235;24,907.9309879;25,067.6763815;3,467
07.02.2018;150000;25,067.1163626;25,097.5973918;24,902.8008147;25,006.8043262;3,54
07.02.2018;160000;25,007.8043600;25,186.4103904;24,891.0904193;24,891.0904193;3,392
07.02.2018;170000;24,893.5005007;24,895.4305658;24,893.5005007;24,894.1905240;1,2
08.02.2018;100000;24,903.1408262;24,904.5208728;24,681.8933560;24,760.5360113;1,79
08.02.2018;110000;24,761.1560322;24,813.0977860;24,501.6372699;24,552.9290017;3,579
08.02.2018;120000;24,561.4792904;24,655.8124754;24,425.8647115;24,522.1179614;3,569
08.02.2018;130000;24,521.9679563;24,559.9792397;24,214.1875644;24,304.2906067;3,534
08.02.2018;140000;24,283.1498929;24,535.5184138;24,234.1782394;24,481.7765993;790
08.02.2018;150000;24,481.9266043;24,510.7975791;24,243.1185413;24,292.5302096;3,515
08.02.2018;160000;24,292.3902049;24,372.1628983;23,850.0352693;23,859.3655843;3,152
08.02.2018;170000;23,859.3655843;23,861.5456579;23,859.3655843;23,861.2656484;1,199
09.02.2018;100000;23,993.4801125;24,210.3174338;23,982.6497468;24,108.9240103;1,792
09.02.2018;110000;24,108.3739918;24,138.2750013;23,634.0779777;23,865.5357926;3,572
09.02.2018;120000;23,865.1557798;23,986.7998870;23,704.4603541;23,711.0305759;3,533
09.02.2018;130000;23,711.8206026;23,740.6615764;23,454.3919108;23,668.8191507;3,406
09.02.2018;140000;23,669.8091841;23,718.2308190;23,361.0787602;23,600.7668530;3,4
09.02.2018;150000;23,602.0168952;24,090.3433830;23,596.4867085;23,889.1765908;3,329
09.02.2018;160000;23,888.9465831;24,382.9632630;23,711.9406066;24,185.8566079;3,1
09.02.2018;170000;24,197.0869871;24,197.0869871;24,191.6468034;24,191.7168057;1,2
12.02.2018;100000;24,338.5817645;24,560.6792633;24,338.5817645;24,427.8847797;1,771
12.02.2018;110000;24,428.9948172;24,510.1075558;24,291.3001681;24,410.5641949;3,514
12.02.2018;120000;24,411.6342310;24,560.6492623;24,350.3221609;24,560.4792566;3,546
12.02.2018;130000;24,562.8193356;24,647.4421928;24,531.1682669;24,599.9105879;3,572
12.02.2018;140000;24,600.7206153;24,739.8053113;24,566.9794761;24,711.6243598;3,569
12.02.2018;150000;24,713.1844125;24,741.7653775;24,640.9119723;24,673.6030761;3,552
12.02.2018;160000;24,673.7830822;24,765.9961956;24,542.0386340;24,597.0104900;3,334
12.02.2018;170000;24,599.2805667;24,602.1006619;24,598.3805363;24,602.1006619;1,199
13.02.2018;100000;24,541.1586042;24,541.1586042;24,421.8545761;24,466.6860898;1,755
13.02.2018;110000;24,474.8463653;24,570.0095784;24,454.8956917;24,546.3687802;3,534
13.02.2018;120000;24,545.2287417;24,553.5190216;24,461.4659135;24,517.1977952;3,553
13.02.2018;130000;24,517.1577939;24,537.1284682;24,459.2458386;24,484.5866942;3,578
13.02.2018;140000;24,484.4166884;24,674.4331041;24,484.0366756;24,648.4422266;3,576
13.02.2018;150000;24,648.3622239;24,706.5541886;24,609.9509269;24,667.6628755;3,571
13.02.2018;160000;24,667.7928799;24,702.7040586;24,618.8812285;24,646.4121580;3,445
13.02.2018;170000;24,640.9719743;24,642.3820219;24,640.9319730;24,641.2819848;1,201
14.02.2018;100000;24,536.6484520;24,614.0310647;24,491.1969173;24,547.8088288;1,765
14.02.2018;110000;24,547.9288328;24,718.8846050;24,516.9577871;24,663.2227256;1,881
14.02.2018;120000;24,663.2127253;24,709.2442795;24,620.6412879;24,625.2514435;3,592
14.02.2018;130000;24,624.1214054;24,742.4053991;24,608.7508864;24,727.3448906;3,591
14.02.2018;140000;24,727.3748916;24,836.2885690;24,720.4746586;24,807.9576124;3,587
14.02.2018;150000;24,807.4075938;24,866.1195762;24,767.7962564;24,847.5889505;3,586
14.02.2018;160000;24,847.4389455;24,926.7916247;24,847.4389455;24,898.7406776;3,517
14.02.2018;170000;24,898.2506611;24,898.3206634;24,894.1205216;24,894.3305287;1,199
15.02.2018;100000;25,048.6657396;25,120.9181792;25,038.1653851;25,113.1179158;1,799
15.02.2018;110000;25,114.6379671;25,120.9181792;24,869.9497055;24,874.0898453;3,55
15.02.2018;120000;24,872.8098021;24,999.3740754;24,810.2576901;24,974.7332434;3,593
15.02.2018;130000;24,974.3732312;25,021.7748317;24,946.7622990;25,014.8145967;3,587
15.02.2018;140000;25,014.8545981;25,098.2174127;25,014.8545981;25,072.6265487;3,583
15.02.2018;150000;25,072.4165416;25,138.7787822;25,068.2664014;25,112.0378793;3,582
15.02.2018;160000;25,112.7979050;25,201.2608918;25,101.7875332;25,201.2608918;3,511
15.02.2018;170000;25,204.8010114;25,204.8010114;25,201.2208905;25,201.2208905;1,201
16.02.2018;100000;25,166.7897280;25,280.0535522;25,150.1091648;25,194.8906768;1,773
16.02.2018;110000;25,198.7008054;25,311.7146212;25,160.4695146;25,273.1433189;3,548
16.02.2018;120000;25,272.5532990;25,382.8870242;25,272.4832966;25,370.1065927;3,591
16.02.2018;130000;25,369.8965856;25,433.2787257;25,311.5046141;25,345.8757746;3,569
16.02.2018;140000;25,345.9857783;25,367.4565033;25,176.0000389;25,248.0324710;3,565
16.02.2018;150000;25,247.9724690;25,289.9638868;25,163.1696057;25,282.6536400;3,567
16.02.2018;160000;25,282.5636369;25,327.3351486;25,215.8213835;25,217.3314345;3,495
16.02.2018;170000;25,217.9514554;25,221.0515601;25,217.4014368;25,220.2315324;1,199
20.02.2018;100000;25,110.7478358;25,160.2395068;25,062.7762161;25,065.5963113;1,686
20.02.2018;110000;25,066.2263326;25,102.5675596;24,989.7637509;25,022.6648618;3,432
20.02.2018;120000;25,028.8950721;25,156.8193913;25,013.6045558;25,155.2493383;3,464
20.02.2018;130000;25,154.2093032;25,179.7401652;25,114.8379739;25,141.5588761;3,476
20.02.2018;140000;25,140.3988369;25,146.1290304;25,044.6856053;25,097.4773877;3,532
20.02.2018;150000;25,100.2474812;25,107.1177132;24,978.7933805;24,979.1733933;3,521
20.02.2018;160000;24,978.8833835;25,006.8143266;24,885.0302147;24,969.1330543;3,4
20.02.2018;170000;24,958.4026920;24,965.5929348;24,958.4026920;24,965.5929348;1,199
21.02.2018;100000;24,991.7938194;25,093.6372581;24,965.2629236;25,030.4551248;1,638
21.02.2018;110000;25,029.2250833;25,108.3477547;25,005.1042688;25,101.9375383;3,495
21.02.2018;120000;25,105.8476703;25,130.1684915;25,055.8259814;25,076.7266871;3,596
21.02.2018;130000;25,076.6866857;25,114.0779482;25,027.2150154;25,108.2377510;3,584
21.02.2018;140000;25,110.1978172;25,131.9485516;25,086.4870166;25,110.3678229;3,589
21.02.2018;150000;25,110.8078378;25,268.8431737;25,087.1170379;25,118.3880937;3,594
21.02.2018;160000;25,118.7081045;25,121.7282065;24,793.8271353;24,797.0272434;3,532
21.02.2018;170000;24,796.2072157;24,798.6172970;24,796.2072157;24,798.6172970;1,2
22.02.2018;100000;24,856.2492429;25,024.8749364;24,855.6692233;24,935.2319097;1,801
22.02.2018;110000;24,936.5019526;25,064.3362687;24,887.4502964;25,016.1146406;3,594
22.02.2018;120000;25,016.6346582;25,147.5190773;25,014.5345872;25,132.9685860;3,594
22.02.2018;130000;25,133.6286083;25,157.5694167;25,009.0544022;25,030.9951430;3,584
22.02.2018;140000;25,034.3852575;25,075.4666445;24,949.3723871;25,009.0144009;3,589
22.02.2018;150000;25,009.3944137;25,102.6375619;24,952.4424908;24,959.4627278;3,584
22.02.2018;160000;24,959.4727281;25,030.3251204;24,901.3607661;24,963.1028507;3,511
22.02.2018;170000;24,963.1028507;24,963.5328652;24,961.8728092;24,963.3228581;1,199
23.02.2018;100000;25,051.3558305;25,166.4397162;25,051.3558305;25,107.6877325;1,799
23.02.2018;110000;25,112.2878878;25,128.1884246;25,029.5750951;25,092.5872226;3,6
23.02.2018;120000;25,092.7572283;25,160.4595142;25,089.9571338;25,152.3592407;3,594
23.02.2018;130000;25,152.1792347;25,158.4394460;25,090.0871382;25,108.7077669;3,589
23.02.2018;140000;25,108.6477649;25,136.1486934;25,074.3166057;25,126.2183581;3,587
23.02.2018;150000;25,126.3283618;25,211.4412356;25,088.5070848;25,198.5508003;3,586
23.02.2018;160000;25,198.4107956;25,313.9746975;25,197.0607500;25,312.1146347;3,554
23.02.2018;170000;25,314.7647242;25,314.7647242;25,310.8445918;25,310.8445918;1,201
26.02.2018;100000;25,404.2077441;25,550.6326880;25,399.4175824;25,518.2815957;1,797
26.02.2018;110000;25,519.0016200;25,531.4420400;25,439.4389337;25,472.3700455;3,594
26.02.2018;120000;25,473.1800729;25,559.4229848;25,457.7595522;25,532.5420772;3,583
26.02.2018;130000;25,532.7920856;25,653.3861573;25,532.4320735;25,645.4058879;3,579
26.02.2018;140000;25,645.7759004;25,681.2870994;25,639.3856846;25,651.8561057;3,555
26.02.2018;150000;25,651.8461053;25,691.4674431;25,624.0951684;25,644.9758734;3,572
26.02.2018;160000;25,645.0258751;25,733.6688680;25,636.2655793;25,708.9680340;3,065
26.02.2018;170000;25,708.4880178;25,710.1380735;25,708.4880178;25,710.1380735;1,2
27.02.2018;100000;25,736.6489686;25,766.5699789;25,683.8071845;25,701.4977818;1,797
27.02.2018;110000;25,700.9477632;25,801.2211488;25,615.8848912;25,654.5961982;3,574
27.02.2018;120000;25,654.4661938;25,730.6787670;25,623.4051451;25,632.8254631;3,588
27.02.2018;130000;25,632.2954452;25,700.1777372;25,554.9628342;25,697.4176440;3,59
27.02.2018;140000;25,697.0976332;25,701.8277929;25,596.1142236;25,608.2246325;3,593
