<DATE>;<TIME>;<OPEN> ;<HIGH>;<LOW> ;<CLOSE> ;<VOL>
17.04.2018;130000;24,826.0582236;24,842.7487871;24,778.5166184;24,786.4968878;3,542
17.04.2018;140000;24,786.5268888;24,804.1274831;24,741.1453566;24,786.3568831;3,522
17.04.2018;150000;24,785.6468591;24,808.8676431;24,742.2953954;24,796.7772349;3,544
17.04.2018;160000;24,796.8672380;24,850.9690646;24,784.2868132;24,790.1870124;3,533
17.04.2018;170000;24,790.1870124;24,790.1870124;24,786.8769006;24,787.4669206;1,198
18.04.2018;100000;24,823.9581527;24,833.2484663;24,765.7361869;24,790.2670151;1,705
18.04.2018;110000;24,791.8270678;24,791.8270678;24,721.9247076;24,782.3267470;3,438
18.04.2018;120000;24,782.5467544;24,817.6179386;24,779.5366528;24,779.5366528;3,508
18.04.2018;130000;24,779.6166555;24,806.2275540;24,743.1354238;24,768.5262811;3,521
18.04.2018;140000;24,768.2762726;24,798.4572916;24,745.5455051;24,748.8156155;3,537
18.04.2018;150000;24,748.6056085;24,800.7473690;24,728.9249440;24,773.2364401;3,531
18.04.2018;160000;24,773.4864485;24,798.8573052;24,747.6655767;24,749.1056253;3,54
18.04.2018;170000;24,749.1056253;24,749.8656510;24,748.8356162;24,748.9056186;1,199
19.04.2018;100000;24,704.4241167;24,731.7550395;24,630.2016107;24,677.4732068;1,694
19.04.2018;110000;24,678.7232490;24,763.3161051;24,646.8121715;24,717.8745709;3,426
19.04.2018;120000;24,719.3246198;24,721.8447049;24,632.9417032;24,633.9217363;3,45
19.04.2018;130000;24,631.4516529;24,646.7021678;24,585.4400994;24,600.2005977;3,5
19.04.2018;140000;24,600.1205950;24,633.3817181;24,557.8591681;24,616.9911646;3,518
19.04.2018;150000;24,617.5611839;24,634.9417707;24,572.4196597;24,628.8815661;3,527
19.04.2018;160000;24,628.0615384;24,719.6946323;24,599.1405619;24,666.9328509;3,508
19.04.2018;170000;24,667.4328678;24,667.5028701;24,665.2227931;24,665.7228100;1,2
20.04.2018;100000;24,669.0929238;24,678.9032550;24,607.6008476;24,634.4617545;1,713
20.04.2018;110000;24,637.0418416;24,639.6419294;24,521.1979303;24,532.6783179;3,382
20.04.2018;120000;24,532.7283196;24,532.7283196;24,423.6946382;24,491.3069211;3,441
20.04.2018;130000;24,491.9969444;24,496.5770990;24,415.7243691;24,445.4453726;3,507
20.04.2018;140000;24,443.3453017;24,517.0277895;24,428.9348151;24,484.6566965;3,527
20.04.2018;150000;24,484.5166918;24,494.0770146;24,431.4949016;24,451.5555789;3,528
20.04.2018;160000;24,451.6955836;24,467.7961272;24,375.8630232;24,463.5259831;3,531
20.04.2018;170000;24,464.0460006;24,464.5260168;24,463.3559773;24,463.7659912;1,201
23.04.2018;100000;24,494.4470271;24,537.7184881;24,449.8555215;24,491.0269116;1,692
23.04.2018;110000;24,495.9470777;24,499.5171983;24,401.0238728;24,442.2352642;3,463
23.04.2018;120000;24,440.9452207;24,515.7477463;24,419.9945133;24,486.3567539;3,498
23.04.2018;130000;24,486.6767647;24,495.6970693;24,431.9949185;24,451.5655792;3,543
23.04.2018;140000;24,451.2055671;24,478.8365000;24,438.4251356;24,471.5562542;3,544
23.04.2018;150000;24,470.2162090;24,476.4164183;24,329.3614532;24,356.8623817;3,53
23.04.2018;160000;24,356.8823824;24,451.4055738;24,351.5422021;24,446.6954148;3,53
23.04.2018;170000;24,447.4854415;24,449.7155168;24,446.2854010;24,449.5155100;1,201
24.04.2018;100000;24,579.3098924;24,579.3098924;24,478.2364798;24,509.4875349;1,656
24.04.2018;110000;24,512.3376311;24,551.9189676;24,382.3332417;24,406.9340723;3,364
24.04.2018;120000;24,406.3140514;24,451.2055671;24,301.4005091;24,304.4906134;3,394
24.04.2018;130000;24,300.6304831;24,326.2013465;24,055.8522184;24,055.8522184;3,48
24.04.2018;140000;24,045.7918788;24,081.4830838;23,883.3863953;23,912.4573769;3,514
24.04.2018;150000;23,913.2374032;23,969.0592880;23,829.5345771;23,937.3582176;3,504
24.04.2018;160000;23,940.0983101;24,033.3814597;23,904.5071084;24,017.2309144;3,476
24.04.2018;170000;24,022.6010957;24,026.3912237;24,022.6010957;24,024.9411748;1,2
25.04.2018;100000;24,071.0127303;24,092.0434404;23,823.9043870;23,845.4651149;1,547
25.04.2018;110000;23,849.3152449;24,028.0112784;23,846.2651420;23,997.4502466;3,212
25.04.2018;120000;23,997.5302493;24,033.9314783;23,895.6168083;23,902.6970473;3,431
25.04.2018;130000;23,902.4070375;23,982.9697576;23,876.8361742;23,958.5989348;3,519
25.04.2018;140000;23,958.5889344;24,071.4227442;23,931.2980130;24,061.4124062;3,519
25.04.2018;150000;24,061.9124230;24,135.3849038;23,989.9999950;24,133.7048470;3,528
25.04.2018;160000;24,133.9448551;24,147.1553012;24,006.9705680;24,084.0331699;3,507
25.04.2018;170000;24,081.2630764;24,084.8531976;24,081.2630764;24,084.6431905;1,199
26.04.2018;100000;24,166.2659464;24,222.7378531;24,130.0947251;24,220.4977775;1,642
26.04.2018;110000;24,220.6377822;24,323.2612472;24,191.6768044;24,317.7710618;3,299
26.04.2018;120000;24,318.2110767;24,328.7314319;24,209.0873922;24,242.4785197;3,468
26.04.2018;130000;24,242.6185244;24,306.1306688;24,240.3384474;24,290.0301252;3,533
26.04.2018;140000;24,290.4201383;24,371.2428672;24,290.4201383;24,354.9923186;3,538
26.04.2018;150000;24,355.1523240;24,403.2739487;24,334.0816125;24,380.9431948;3,538
26.04.2018;160000;24,380.8331910;24,399.8138319;24,298.6504162;24,325.4713218;3,526
26.04.2018;170000;24,325.7413309;24,325.7413309;24,323.0912415;24,323.1612438;1,2
27.04.2018;100000;24,341.6118668;24,360.2024945;24,287.4100367;24,304.0205976;1,636
27.04.2018;110000;24,298.2004010;24,333.6915994;24,195.2669256;24,226.3179740;3,337
27.04.2018;120000;24,225.5079467;24,320.2811466;24,223.1578673;24,255.0789451;3,468
27.04.2018;130000;24,257.8790396;24,343.2719228;24,257.1890163;24,331.3115190;3,527
27.04.2018;140000;24,332.5315602;24,358.0824229;24,303.0405645;24,311.5908532;3,554
27.04.2018;150000;24,311.4708491;24,331.2515170;24,297.0503622;24,330.7214991;3,546
27.04.2018;160000;24,330.7414998;24,356.2123597;24,287.9600553;24,309.3307768;3,517
27.04.2018;170000;24,310.4608150;24,312.1408717;24,310.4308140;24,312.0108673;1,2
30.04.2018;100000;24,411.2342175;24,499.0571827;24,407.9941081;24,466.4760827;1,798
30.04.2018;110000;24,457.7957896;24,489.3768559;24,358.5424384;24,428.3747962;3,6
30.04.2018;120000;24,428.9748165;24,476.1364088;24,350.4321646;24,364.5026397;3,599
30.04.2018;130000;24,364.6426444;24,372.9229240;24,273.5195677;24,315.4209825;3,6
30.04.2018;140000;24,315.6109889;24,344.5719667;24,275.8796474;24,331.4415234;3,599
30.04.2018;150000;24,331.3715210;24,331.6615308;24,219.7977539;24,241.4184839;3,579
30.04.2018;160000;24,239.1884086;24,277.9097159;24,171.5061234;24,171.5061234;3,589
30.04.2018;170000;24,168.1660106;24,168.1660106;24,163.8958664;24,163.9658688;1,201
01.05.2018;100000;24,118.1043203;24,118.1043203;23,993.4401112;24,035.8215421;1,798
01.05.2018;110000;24,036.0715506;24,036.0715506;23,887.3065277;23,897.0968582;3,579
01.05.2018;120000;23,897.3168657;23,924.2977766;23,854.6954266;23,857.5255222;3,579
01.05.2018;130000;23,857.3855174;23,917.2075373;23,845.3651116;23,881.0963180;3,6
01.05.2018;140000;23,881.1363193;23,961.3390273;23,808.9938835;23,961.3390273;3,6
01.05.2018;150000;23,961.3490276;24,076.8729282;23,957.6489027;24,052.0220891;3,598
01.05.2018;160000;24,052.0220891;24,101.6537649;23,974.1994615;24,097.0336089;3,586
01.05.2018;170000;24,095.4535555;24,099.8637044;24,095.4535555;24,099.8637044;1,2
02.05.2018;100000;24,098.4436565;24,112.0541160;24,019.5109914;24,021.6610640;1,793
02.05.2018;110000;24,020.3910211;24,060.9523906;24,003.0504356;24,037.7616076;3,598
02.05.2018;120000;24,037.8516107;24,083.4031487;23,987.7299184;24,028.9113088;3,597
02.05.2018;130000;24,028.9713108;24,072.8927938;24,015.3108496;24,064.8225213;3,581
02.05.2018;140000;24,064.2825031;24,120.9444162;24,063.4724757;24,093.7534981;3,592
02.05.2018;150000;24,093.1034762;24,185.9066096;24,051.7420797;24,064.1624990;3,496
02.05.2018;160000;24,064.3625058;24,080.0430352;23,887.1065209;23,924.6577888;3,549
02.05.2018;170000;23,925.6878236;23,925.7878270;23,924.6577888;23,925.7878270;1,2
03.05.2018;100000;23,837.0348303;23,837.0348303;23,718.8608403;23,801.1236178;1,798
03.05.2018;110000;23,799.9035766;23,801.0436151;23,532.1045347;23,583.0862560;3,578
03.05.2018;120000;23,583.1362577;23,669.6991804;23,550.9351705;23,652.3285939;3,597
03.05.2018;130000;23,652.2285905;23,910.9473259;23,617.8574300;23,908.8972567;3,591
03.05.2018;140000;23,908.7372513;23,962.9990834;23,834.8847577;23,919.8876277;3,595
03.05.2018;150000;23,920.5276494;23,996.9602300;23,890.6066391;23,922.2177064;3,588
03.05.2018;160000;23,922.3777118;23,983.1897651;23,875.0961154;23,930.9880025;3,555
03.05.2018;170000;23,930.9880025;23,931.7780292;23,930.7779954;23,930.9580015;1,171
04.05.2018;100000;23,866.0258092;23,954.8788092;23,779.6728936;23,943.5584270;1,795
04.05.2018;110000;23,942.3783871;24,160.7857614;23,909.9972938;24,129.0146887;3,582
04.05.2018;120000;24,127.9846539;24,204.2272281;24,125.0645553;24,187.6066670;3,594
04.05.2018;130000;24,187.4666622;24,230.0881013;24,177.7663347;24,208.9473875;3,597
04.05.2018;140000;24,208.7973824;24,273.8295782;24,208.1373602;24,272.4995333;3,591
04.05.2018;150000;24,272.5595353;24,334.1716156;24,265.5192976;24,285.4999722;3,589
04.05.2018;160000;24,285.6099759;24,318.9611020;24,222.3578403;24,263.3892257;3,553
04.05.2018;170000;24,263.3892257;24,263.5992328;24,262.5691980;24,263.3292237;1,199
07.05.2018;100000;24,337.4417260;24,474.7963636;24,336.4116912;24,473.3763157;1,727
07.05.2018;110000;24,475.4263849;24,480.2765486;24,388.8534618;24,448.6154796;3,481
07.05.2018;120000;24,447.7854516;24,468.3161448;24,405.8540358;24,443.0052902;3,525
07.05.2018;130000;24,443.1552953;24,461.4959145;24,402.4239200;24,417.1944187;3,551
07.05.2018;140000;24,417.2944221;24,443.6553122;24,394.1936421;24,437.6451092;3,542
07.05.2018;150000;24,437.7551129;24,456.4457440;24,325.7813323;24,338.6017651;3,55
07.05.2018;160000;24,338.4617604;24,371.2628679;24,264.2392544;24,350.5521686;3,515
07.05.2018;170000;24,356.1423574;24,358.1424249;24,356.1423574;24,358.1424249;1,199
08.05.2018;100000;24,342.1718857;24,350.5621690;24,277.8897153;24,293.5802450;1,699
08.05.2018;110000;24,295.1202970;24,375.2130013;24,285.8299834;24,341.8518749;3,465
08.05.2018;120000;24,337.4717270;24,413.1642827;24,297.5503791;24,317.9310672;3,393
08.05.2018;130000;24,318.1510747;24,327.5513920;24,249.1087435;24,273.6795731;3,479
08.05.2018;140000;24,273.5695694;24,325.9213370;24,264.5092635;24,285.7299800;3,528
08.05.2018;150000;24,285.4599709;24,382.7532559;24,199.1570570;24,250.6887969;3,467
08.05.2018;160000;24,251.6088279;24,366.5327082;24,228.5580496;24,357.6424080;3,49
08.05.2018;170000;24,361.0025215;24,361.9625539;24,360.8925178;24,361.0325225;1,199
09.05.2018;100000;24,404.8740028;24,468.5461526;24,385.5933518;24,395.1236735;1,714
09.05.2018;110000;24,392.9335996;24,420.3045237;24,334.4116237;24,338.0417462;3,466
09.05.2018;120000;24,341.2318539;24,388.7534585;24,324.6912955;24,376.1030313;3,497
09.05.2018;130000;24,378.4231097;24,534.1083662;24,376.9530600;24,515.3377324;3,527
09.05.2018;140000;24,515.6977446;24,577.7998414;24,501.7572739;24,567.8895068;3,537
09.05.2018;150000;24,568.0395119;24,587.3101625;24,507.0174515;24,552.6889936;3,529
09.05.2018;160000;24,546.6387893;24,556.7691313;24,494.1670176;24,542.8286606;3,497
09.05.2018;170000;24,544.8787299;24,544.8787299;24,543.2286741;24,543.3686789;1,2
10.05.2018;100000;24,579.0398833;24,654.4724302;24,576.7398056;24,640.4619571;1,682
10.05.2018;110000;24,640.5319595;24,710.2743142;24,610.2609374;24,693.2437392;3,43
10.05.2018;120000;24,694.3437764;24,747.4455693;24,689.0935991;24,737.7452418;3,49
10.05.2018;130000;24,737.3652289;24,787.1369094;24,729.7349713;24,768.9962969;3,54
10.05.2018;140000;24,769.0662993;24,795.8272028;24,704.7341272;24,722.1447150;3,548
10.05.2018;150000;24,724.8148052;24,756.4658739;24,674.3030997;24,755.0258252;3,537
10.05.2018;160000;24,754.1557959;24,772.1064019;24,712.9444044;24,741.1653572;3,499
10.05.2018;170000;24,738.4052641;24,740.3653302;24,738.4052641;24,740.3653302;1,2
11.05.2018;100000;24,757.9259231;24,845.9888965;24,748.2455963;24,840.5487128;1,717
11.05.2018;110000;24,840.3387057;24,869.4896900;24,818.8879815;24,858.8493307;3,44
11.05.2018;120000;24,858.5893219;24,862.5394553;24,789.0369736;24,796.4172228;3,52
11.05.2018;130000;24,797.2172498;24,830.0383579;24,747.9855875;24,787.7669307;3,529
11.05.2018;140000;24,787.2169121;24,800.7873703;24,751.4657050;24,784.8668328;3,551
11.05.2018;150000;24,784.8568324;24,800.0673460;24,718.3345864;24,795.8172025;3,545
11.05.2018;160000;24,794.0571431;24,841.8587570;24,787.0969081;24,830.7483819;3,521
11.05.2018;170000;24,831.0483920;24,832.2184316;24,830.6683792;24,832.0084245;1,201
14.05.2018;100000;24,880.2100519;24,965.2429230;24,880.2100519;24,946.4622889;1,799
14.05.2018;110000;24,947.8423355;24,981.2534635;24,913.2211665;24,952.3624881;3,6
14.05.2018;120000;24,948.7223652;24,995.0339288;24,932.7118246;24,950.8924384;3,6
14.05.2018;130000;24,950.9624408;24,987.7736837;24,914.5712121;24,914.5712121;3,598
14.05.2018;140000;24,914.5012097;24,926.4616136;24,875.3298872;24,905.9009194;3,6
14.05.2018;150000;24,905.7709150;24,920.0713978;24,864.1995114;24,917.2313019;3,6
14.05.2018;160000;24,917.1312985;24,933.3818472;24,863.6394924;24,906.0709251;3,595
14.05.2018;170000;24,906.0709251;24,906.0709251;24,900.2507286;24,900.2507286;1,199
15.05.2018;100000;24,810.3876945;24,810.3876945;24,682.1033631;24,684.6934505;1,798
15.05.2018;110000;24,689.5936160;24,754.3458023;24,681.0933290;24,709.2942812;3,578
15.05.2018;120000;24,708.0842403;24,738.6652728;24,668.5129042;24,672.0930251;3,599
15.05.2018;130000;24,672.6830450;24,752.1657287;24,638.5018909;24,716.6445293;3,599
15.05.2018;140000;24,716.7545330;24,721.3046867;24,630.2216114;24,632.1616769;3,597
15.05.2018;150000;24,632.0516731;24,728.9949463;24,630.7416289;24,665.4628012;3,593
15.05.2018;160000;24,665.6328070;24,713.4444213;24,633.3317164;24,701.0840039;3,594
15.05.2018;170000;24,707.2442119;24,707.8642329;24,706.9042005;24,707.2442119;1,201
16.05.2018;100000;24,715.2344817;24,758.9159566;24,697.6838891;24,747.1655598;1,679
16.05.2018;110000;24,750.1056591;24,756.7658840;24,697.1638716;24,731.9350456;3,396
16.05.2018;120000;24,731.2350220;24,732.4650635;24,673.6230768;24,730.8550091;3,486
16.05.2018;130000;24,731.4450291;24,794.8671704;24,730.9250115;24,773.4564475;3,533
16.05.2018;140000;24,773.5464506;24,789.7669982;24,763.4161085;24,788.9769716;3,531
16.05.2018;150000;24,789.3669847;24,802.0274122;24,782.0667382;24,795.5971951;3,538
16.05.2018;160000;24,794.2071481;24,794.2071481;24,720.0146431;24,765.2061690;3,515
16.05.2018;170000;24,770.1763368;24,770.5263486;24,769.7663229;24,769.7663229;1,201
17.05.2018;100000;24,755.6858475;24,757.5759113;24,669.1929272;24,693.5937510;1,682
17.05.2018;110000;24,697.6338875;24,840.3287054;24,697.2438743;24,823.9781533;3,454
17.05.2018;120000;24,824.3181648;24,829.7483482;24,756.4758742;24,761.4860434;3,485
17.05.2018;130000;24,761.5760464;24,793.7371323;24,723.6347653;24,738.8452789;3,529
17.05.2018;140000;24,738.9152813;24,749.0156223;24,668.7629127;24,680.6333135;3,539
17.05.2018;150000;24,678.0532263;24,732.9650804;24,640.2319493;24,731.7750402;3,536
17.05.2018;160000;24,731.6150348;24,736.0551847;24,672.5630410;24,720.3246536;3,503
17.05.2018;170000;24,713.9244375;24,715.1644794;24,713.9244375;24,714.8144675;1,2
18.05.2018;100000;24,705.9741691;24,754.8858205;24,693.3737436;24,726.2048521;1,685
18.05.2018;110000;24,726.3448569;24,775.8065269;24,665.7728117;24,727.9149099;3,397
18.05.2018;120000;24,727.6449007;24,760.4560086;24,715.9445057;24,753.1957634;3,488
18.05.2018;130000;24,753.6457786;24,753.9057874;24,705.6841593;24,732.7950746;3,53
18.05.2018;140000;24,733.0550834;24,750.3856686;24,704.5541211;24,720.6046630;3,535
18.05.2018;150000;24,720.9246738;24,744.7554785;24,708.2842471;24,740.3253289;3,544
18.05.2018;160000;24,740.2153252;24,742.3253964;24,714.6744628;24,715.3844868;3,52
18.05.2018;170000;24,717.2645503;24,717.7145655;24,715.9245050;24,715.9245050;1,196
21.05.2018;100000;24,883.9001765;25,033.8252386;24,883.9001765;24,987.5636766;1,799
21.05.2018;110000;24,987.6736803;25,087.3370453;24,980.5334392;25,070.4664757;3,599
21.05.2018;120000;25,070.5464784;25,078.0367313;24,964.3628933;24,989.2737343;3,598
21.05.2018;130000;24,990.9837921;25,037.4953625;24,983.6835456;25,015.0246038;3,597
21.05.2018;140000;25,015.1146068;25,039.2454216;25,006.5043161;25,037.7953726;3,596
21.05.2018;150000;25,037.8253736;25,038.8354077;24,969.8130773;25,013.4945521;3,594
21.05.2018;160000;25,013.7745616;25,028.8150694;24,970.9631161;25,012.7945285;3,589
21.05.2018;170000;25,012.7945285;25,014.3445808;25,012.7945285;25,014.1345737;1,2
22.05.2018;100000;25,048.3957305;25,065.8363194;25,008.1543718;25,025.1749465;1,799
22.05.2018;110000;25,027.0050083;25,048.5257349;24,954.2925532;24,971.8331455;3,595
22.05.2018;120000;24,971.2631262;25,008.8743961;24,969.8330780;24,993.0238610;3,595
22.05.2018;130000;24,993.0938633;25,001.8441588;24,958.2326863;24,963.7228716;3,59
22.05.2018;140000;24,963.4928639;24,974.6032390;24,934.5418864;24,943.3821849;3,59
22.05.2018;150000;24,943.4721879;24,962.9328450;24,908.9610227;24,910.3110683;3,576
22.05.2018;160000;24,910.1610632;24,917.3813070;24,812.8977792;24,836.4185734;3,543
22.05.2018;170000;24,836.4185734;24,836.8285872;24,835.1785315;24,835.2485339;1,198
23.05.2018;100000;24,758.5459441;24,778.8966312;24,692.9637298;24,754.2858002;1,799
23.05.2018;110000;24,754.6858138;24,798.3172869;24,690.1036332;24,706.9242011;3,579
23.05.2018;120000;24,706.8441984;24,752.6557452;24,685.2934708;24,691.1136673;3,599
23.05.2018;130000;24,691.0736660;24,731.5650331;24,667.9528853;24,729.9449784;3,598
23.05.2018;140000;24,730.0449818;24,740.2753272;24,685.8734904;24,727.2148862;3,599
23.05.2018;150000;24,727.2548876;24,832.1684299;24,719.7046327;24,824.7481793;3,599
23.05.2018;160000;24,828.5883090;24,890.3003926;24,817.1379224;24,884.7602056;3,582
23.05.2018;170000;24,883.7901728;24,887.6503031;24,883.7201704;24,887.6503031;1,199
24.05.2018;100000;24,878.1999841;24,878.1999841;24,720.1246468;24,741.3653640;1,796
24.05.2018;110000;24,741.2653606;24,776.1265377;24,613.9110607;24,624.8914314;3,6
24.05.2018;120000;24,625.4614506;24,740.2753272;24,606.7308182;24,740.2753272;3,599
24.05.2018;130000;24,739.5053012;24,782.5167534;24,730.2949902;24,773.5564509;3,598
24.05.2018;140000;24,773.7364570;24,823.7181445;24,772.0163989;24,812.2077559;3,6
24.05.2018;150000;24,812.2077559;24,830.0583586;24,784.2668125;24,801.8774071;3,598
24.05.2018;160000;24,801.9274088;24,842.8587908;24,781.3767149;24,811.4277296;3,592
24.05.2018;170000;24,811.4277296;24,812.5977691;24,811.3577272;24,812.5977691;1,199
25.05.2018;100000;24,782.1267403;24,789.7069962;24,718.1945817;24,757.1658975;1,799
25.05.2018;110000;24,757.4659076;24,825.0581898;24,740.8153454;24,785.2368453;3,6
25.05.2018;120000;24,785.3668497;24,815.4678660;24,775.0165002;24,775.0165002;3,6
25.05.2018;130000;24,774.6864891;24,782.0867389;24,723.9947775;24,742.4654011;3,599
25.05.2018;140000;24,742.5454038;24,752.4257374;24,709.8943014;24,720.8946728;3,596
25.05.2018;150000;24,721.6546985;24,745.1454916;24,688.6435839;24,712.9744054;3,597
25.05.2018;160000;24,713.0344074;24,768.5962834;24,703.0040688;24,751.5857091;3,595
25.05.2018;170000;24,751.5857091;24,753.9257881;24,751.5857091;24,753.9257881;1,199
29.05.2018;100000;24,550.2889125;24,609.8009219;24,519.0478577;24,606.0507953;1,594
29.05.2018;110000;24,605.0207605;24,636.0118069;24,525.3680711;24,526.5581113;3,289
29.05.2018;120000;24,525.5080758;24,529.4282082;24,354.6223061;24,367.5127413;3,342
29.05.2018;130000;24,363.0425904;24,394.5836553;24,281.2898301;24,379.7031529;3,463
29.05.2018;140000;24,377.0130621;24,379.3131397;24,289.4801066;24,328.0814099;3,517
29.05.2018;150000;24,322.2712138;24,338.8917749;24,248.7187303;24,254.6189296;3,511
29.05.2018;160000;24,254.2289164;24,385.8233595;24,248.6587283;24,359.3824668;3,475
29.05.2018;170000;24,362.6525772;24,363.4426039;24,362.2025620;24,362.2725644;1,2
30.05.2018;100000;24,468.6561563;24,537.3384753;24,468.0461357;24,468.0461357;1,645
30.05.2018;110000;24,473.6263241;24,581.0099498;24,459.9158612;24,569.8395726;3,355
30.05.2018;120000;24,574.0097134;24,630.6816269;24,542.2686417;24,620.6012865;3,423
30.05.2018;130000;24,622.5813534;24,661.4626662;24,622.2713429;24,643.0820456;3,52
30.05.2018;140000;24,643.1220469;24,701.1040046;24,630.2616127;24,680.0632942;3,532
30.05.2018;150000;24,684.0434286;24,715.3144844;24,676.0031571;24,697.0038662;3,522
30.05.2018;160000;24,696.9338638;24,708.8142649;24,642.0520108;24,672.6130427;3,509
30.05.2018;170000;24,669.7129447;24,669.7829471;24,668.2028938;24,668.6129076;1,199
31.05.2018;100000;24,598.5205410;24,600.2105981;24,513.2076605;24,522.1879637;1,562
31.05.2018;110000;24,516.3277659;24,542.5186502;24,390.7635263;24,419.1344842;3,256
31.05.2018;120000;24,414.5043279;24,547.9488335;24,404.6239943;24,503.3573279;3,298
31.05.2018;130000;24,503.5873357;24,503.7373408;24,434.5050032;24,471.4962522;3,526
31.05.2018;140000;24,471.3262464;24,477.2364460;24,392.0535699;24,392.0535699;3,448
31.05.2018;150000;24,361.1025249;24,434.8450147;24,352.9722503;24,431.3348962;3,483
31.05.2018;160000;24,431.4649006;24,476.3164149;24,408.5841280;24,417.6344336;3,561
31.05.2018;170000;24,417.0844150;24,417.3544241;24,416.6644008;24,416.6644008;1,199
01.06.2018;100000;24,542.9186637;24,650.8523079;24,542.9186637;24,628.4415513;1,799
01.06.2018;110000;24,629.7815965;24,674.4331041;24,560.6092610;24,612.4310107;3,574
01.06.2018;120000;24,611.9309938;24,629.5015870;24,585.3700970;24,619.2312403;3,6
01.06.2018;130000;24,619.0912356;24,657.6025358;24,616.4211454;24,646.3221550;3,598
01.06.2018;140000;24,646.1521492;24,671.3530001;24,640.8019686;24,644.3720891;3,6
01.06.2018;150000;24,644.7321013;24,652.1723525;24,605.7807861;24,642.2420172;3,597
01.06.2018;160000;24,642.5720284;24,642.6320304;24,585.7501098;24,632.0916745;3,576
01.06.2018;170000;24,633.6717278;24,636.0418079;24,633.6717278;24,636.0418079;1,201
04.06.2018;100000;24,728.3849257;24,860.2093766;24,722.9747431;24,835.2785349;1,799
04.06.2018;110000;24,836.7285838;24,851.2290734;24,800.0073440;24,831.5584093;3,6
04.06.2018;120000;24,831.7284150;24,848.5789839;24,801.8674068;24,828.0782918;3,527
04.06.2018;130000;24,827.9982891;24,844.2788388;24,808.0876168;24,818.5479700;3,599
04.06.2018;140000;24,819.6280064;24,831.8784201;24,791.7670658;24,798.1972829;3,597
04.06.2018;150000;24,798.3472879;24,810.5677005;24,785.5968574;24,809.3776604;3,591
04.06.2018;160000;24,809.4976644;24,826.0182222;24,800.7873703;24,813.2877924;3,579
04.06.2018;170000;24,813.4877991;24,814.7278410;24,813.4177968;24,814.5278342;854
05.06.2018;100000;24,820.9580514;24,826.5782411;24,785.2668463;24,806.7875729;1,799
05.06.2018;110000;24,807.1375847;24,839.6186814;24,754.3758033;24,789.7069962;3,526
05.06.2018;120000;24,789.7769986;24,792.8371019;24,712.8844024;24,740.4853343;3,461
05.06.2018;130000;24,740.3753306;24,767.8262574;24,711.6543608;24,759.0459610;3,513
05.06.2018;140000;24,759.1659650;24,799.0973133;24,755.9358560;24,784.9568358;3,548
05.06.2018;150000;24,785.2068443;24,831.3784032;24,769.9063277;24,828.4383039;3,556
05.06.2018;160000;24,828.5383073;24,828.8783188;24,782.4267504;24,800.0273447;3,524
05.06.2018;170000;24,803.7174692;24,803.7174692;24,800.7473690;24,800.8173713;1,2
06.06.2018;100000;24,854.9792000;24,933.6018546;24,854.9792000;24,890.1103862;1,713
06.06.2018;110000;24,890.6704051;24,921.2814387;24,859.3693483;24,919.7313863;3,411
06.06.2018;120000;24,919.2913715;25,032.3751896;24,919.0013617;25,032.3751896;3,478
06.06.2018;130000;25,032.9052075;25,044.4455972;25,015.7246274;25,034.3752571;3,534
06.06.2018;140000;25,034.5952646;25,040.1054506;25,010.0244350;25,020.7247963;3,545
06.06.2018;150000;25,020.6347932;25,096.2273455;25,014.5445876;25,089.9271328;3,544
06.06.2018;160000;25,090.0671375;25,146.4690419;25,076.6766854;25,141.1488622;3,521
06.06.2018;170000;25,144.6189794;25,147.3090702;25,144.6189794;25,147.2390679;1,2
07.06.2018;100000;25,192.9906126;25,269.3331902;25,192.9906126;25,251.2625801;1,701
07.06.2018;110000;25,250.5625565;25,281.1635897;25,201.2508915;25,263.4529917;3,397
07.06.2018;120000;25,264.2930201;25,326.9451354;25,245.8923988;25,275.3933948;3,465
07.06.2018;130000;25,274.7833743;25,303.6143477;25,240.4622154;25,262.1829488;3,529
07.06.2018;140000;25,262.1829488;25,262.7729687;25,180.3101845;25,181.3102182;3,502
07.06.2018;150000;25,181.3502196;25,252.9526372;25,165.3296787;25,228.4818109;3,508
07.06.2018;160000;25,229.3618406;25,259.2828509;25,187.9704431;25,237.9621310;3,501
07.06.2018;170000;25,237.9621310;25,242.2622762;25,237.9621310;25,242.2622762;1,199
08.06.2018;100000;25,210.1411917;25,234.7020210;25,166.5497199;25,220.3315357;1,8
08.06.2018;110000;25,220.6315459;25,263.5329944;25,193.5906329;25,245.2823782;3,599
08.06.2018;120000;25,245.2623775;25,260.8729046;25,201.7409081;25,245.9824018;3,599
08.06.2018;130000;25,246.0824052;25,325.0950730;25,246.0824052;25,299.5142093;3,597
08.06.2018;140000;25,299.1141958;25,300.6842488;25,257.0427753;25,275.1433864;3,595
08.06.2018;150000;25,275.7934084;25,307.1144659;25,275.7934084;25,289.3738669;3,59
08.06.2018;160000;25,289.4538696;25,326.4851199;25,270.3432243;25,311.1146009;3,583
08.06.2018;170000;25,312.7746570;25,317.3848126;25,312.7746570;25,317.3848126;1,201
11.06.2018;100000;25,337.5254927;25,374.8467528;25,302.3543052;25,307.0644642;1,799
11.06.2018;110000;25,308.1645013;25,352.8160089;25,302.2043001;25,307.0844649;3,6
